270,HEIBRON,-27.278,27.996
271,KELOWNA,49.956,-119.378
272,ROTTERDAM,51.957,4.442
273,TAINAN,22.950,120.206
274,KINDU,-2.919,25.915
275,SINDAL,57.503,10.229
276,STRASSBOURG,48.538,7.628
277,PALMERSTON NORTH,-40.321,175.617
278,TARAPOA,-0.123,-76.338
279,SURIN,14.869,103.489
280,NIORT,46.311,-0.401
281,MORONDAVA,-20.285,44.318
282,TOTO,-7.147,14.248
283,TWENTY NINE PALMS,34.296,-116.162
284,VRYBURG,-26.982,24.729
285,TAIYUAN,37.747,112.629
286,TANJUNG SANTAN,-0.093,117.439
287,BARRA DEL COLORADO,10.769,-83.586
288,SAN FERNANDO,16.596,120.303
289,INTERNATIONAL FALLS,48.566,-93.403
290,YELLOWKNIFE,62.463,-114.440
291,SKRYDSTRUP,55.225,9.264
292,VARKAUS,62.171,27.869
293,PETROLINE 3,25.174,47.488
294,PASNI,25.284,63.333
295,HERINGSDORF,53.879,14.152
296,VICHY,46.169,3.404
297,KUWAIT,29.227,47.980
298,MAGNETIOGORSK,53.393,58.760
299,YAOUNDE,3.835,11.524
300,GALWAY,53.301,-8.939
301,COLOMBIA,33.939,-81.119
302,KITHIRA,36.274,23.017
303,NYUTABARU,32.084,131.452
304,FIRA,10.351,-13.569
305,ORMARA,25.273,64.588
306,LA RIOJA,-29.381,-66.796
307,PUNTA CANA,18.567,-68.363
308,KRASNOVODSK,40.033,52.983
309,TANGERANG,-6.293,106.570
310,ABADAN,30.365,48.233
311,GRANADA,37.189,-3.777
312,PALMAR SUR,8.951,-83.468
313,HICKORY,35.741,-81.389
314,EL PASO,31.849,-106.380
315,TIRANA,41.415,19.721
316,GURIAT,31.411,37.279
317,FAYA-LARGEAU,17.917,19.111
318,LA ORCHILA,11.809,-66.179
319,CIREBON,-6.756,108.539
320,TOKOL,47.345,18.981
321,PADERBORN,51.614,8.616
322,JESSORE,23.184,89.161
323,PORTO AMBOIM,-10.722,13.765
324,SAARBRUECKEN,49.214,7.109
325,ANADYR,64.735,177.741
326,YEREVAN,40.148,44.397
327,LONDRINA,-23.334,-51.130
328,CAIBARIEN,22.506,-79.470
329,BETHEL,60.780,-161.838
330,KRAKOW,50.078,19.785
331,BENIN,6.317,5.599
332,AGATTI ISLAND,10.823,72.176
333,FLIN FLON,54.678,-101.682
334,BUENAVENTURA,3.819,-76.990
335,TABUK,28.365,36.619
336,SELANPAA,61.062,26.799
337,TENERIFE,28.483,-16.341
338,SAN JOSE,37.362,-121.929
339,MANNHEIM,49.473,8.514
340,PRACHIN BURI,13.769,102.315
341,BRIENNE-LE CHATEAU,48.430,4.481
342,HOLMAN ISLAND,70.763,-117.806
343,BISKRA,34.793,5.738
344,TELA,15.776,-87.476
345,RANONG,9.778,98.585
346,BOTHAVILLE,-27.367,26.629
347,HONG KONG,22.309,113.914
348,MANICORE,-5.811,-61.279
349,CHARLESTOWN,17.206,-62.590
350,SALISBURY,38.340,-75.510
351,UTTARADIT,17.674,100.235
352,DECIMOMANNU,39.354,8.972
353,WHITE PLAINS,41.067,-73.708
354,SION,46.219,7.327
355,KANKAKEE,41.071,-87.846
356,ORLANDO,28.429,-81.316
357,NUEVO CASAS GRANDES,30.397,-107.875
358,GIMO,60.133,18.105
359,LICHTENBURG,-26.176,26.184
360,STRANGNAS,59.314,17.109
361,PUERTO MADRYN,-42.759,-65.103
362,PHALSBOURG,48.766,7.200
363,FAIRBANKS,64.815,-147.856
364,JOENSUU,62.659,29.624
365,BORLANGE,60.422,15.515
366,BOSTON,42.364,-71.005
367,KARLSRUHE,48.982,8.333
368,GUIRIA,10.574,-62.313
369,ORIXIMINA,-1.489,-56.397
370,LONDON,51.478,-0.461
371,IN SALAH,27.251,2.512
372,MIRI,4.325,113.988
373,LUBBOCK,33.664,-101.823
374,SANTA BARBARA,32.608,-82.369
375,MACARA,-4.380,-79.941
376,SINGKEP,-0.479,104.579
377,AREQUIPA,-16.341,-71.583
378,GLENTANNER,-43.907,170.128
379,PARIS,48.969,2.441
380,TACOMA,47.138,-122.476
381,MONT-DE-MARSAN,43.912,-0.508
382,GAMBELLA,8.128,34.563
383,BRATSK,56.371,101.699
384,TALARA,-4.576,-81.254
385,CASTILHO,-20.777,-51.565
386,MILLINGTON,35.357,-89.870
387,DE AAR,-30.637,23.920
388,VIJAYAWADA,16.530,80.797
389,HEFEI,31.780,117.298
390,CABINDA,-5.597,12.188
391,CATANIA,37.467,15.066
392,MANZINI,-26.529,31.308
393,PUDASJARVI,65.402,26.947
394,MASJED SOLEIMAN,32.002,49.271
395,JAYAPURA,-2.577,140.516
396,SACHS HARBOUR,71.994,-125.243
397,FLORENCE,34.185,-79.724
398,IBA,15.326,119.969
399,BAGAN,21.182,94.929
400,ZURICH,47.383,8.567
401,ROTA,14.174,145.243
402,TAHOUA,14.876,5.265
403,LONDONDERRY,55.043,-7.161
404,KEY WEST,24.556,-81.759
405,GUISCRIFF-SCAER,48.053,-3.664
406,SURABAYA,-7.380,112.787
407,FORTALEZA,-3.776,-38.533
408,BASCO,20.452,121.980
409,STAVANGER,58.877,5.638
410,RAPID CITY,44.145,-103.103
411,ADAK ISLAND,51.878,-176.646
412,BUSHEHR,28.945,50.834
413,BISHA,19.984,42.623
414,VILSHOFEN,48.636,13.195
415,HIRAKUD,21.579,84.006
416,BAUTZEN,51.193,14.520
417,BAYREUTH,49.984,11.638
418,POINT COOK,-37.932,144.753
419,CHIVENOR,51.087,-4.150
420,KORTRIJK-VEVELGEM,50.818,3.208
421,ISLIP,40.795,-73.100
422,ILE D'YEU,46.719,-2.391
423,MAUBEUGE,50.310,4.033
424,TALLINN-ULEMISTE INTERNATIONAL,59.413,24.833
425,SANLIURFA,37.092,38.846
426,LINDEN,5.966,-58.270
427,PORTO ALEGRE,-29.994,-51.171
428,GROSSETO,42.761,11.072
429,WARANGAL,17.918,79.599
430,FORT NELSON,58.836,-122.597
431,BELO HORIZONTE,-19.852,-43.950
432,CHITRAL,35.886,71.801
433,QUEBEC,46.788,-71.398
434,AGHAJARI,30.745,49.676
435,EGGENFELDEN,48.396,12.724
436,MERU,0.230,38.170
437,LAGOS,6.577,3.321
438,SAMARINDA,-0.484,117.157
439,DEER LAKE,49.211,-57.391
440,SUCRE,-19.007,-65.289
441,PIETERMARITZBURG,-29.649,30.399
442,BLUEFIELDS,11.989,-83.774
443,ADANA,36.982,35.280
444,MEMANBETSU,43.881,144.164
445,ORAN,35.542,-0.532
446,NAUSHKI,29.538,66.022
447,PROVIDENCE,41.724,-71.428
448,KODIAK,57.750,-152.494
449,SOUTHDOWNS,-12.900,28.150
450,TAMUIN,22.038,-98.806
451,NYIRREGYHAZA,47.984,21.692
452,MURCIA,37.775,-0.812
453,SAO NOCOLAU ISLAND,16.588,-24.284
454,OCHO RIOS,18.404,-76.969
455,HILDESHEIM,52.178,9.946
456,AL AIN,24.262,55.609
457,SKAGWAY,59.460,-135.316
458,SANTA MARIA (ISLAND),36.971,-25.171
459,BRISTOL,51.383,-2.719
460,CORUMBA,-19.012,-57.673
461,LARISSA,39.650,22.465
462,ZIRKU,24.861,53.078
463,AUTUN,46.966,4.260
464,DAMASCUS,33.411,36.516
465,CAMAGUEY,21.420,-77.848
466,SAN VINCENTE DE CAGUAN,2.152,-74.766
467,HARRISMITH,-28.235,29.106
468,DAUPHIN,51.101,-100.053
469,CAMBRAI,50.141,3.263
470,CHIAYI,23.462,120.393
471,AVIGNON,43.907,4.902
472,KEMI,65.782,24.599
473,WACO,31.611,-97.230
474,NABIRE,-3.368,135.496
475,CAIRNS,-16.886,145.755
476,MARYSVILLE,39.136,-121.436
477,ESSADOUIRA,31.404,-9.685
478,YAP,9.499,138.082
479,PANDORA,9.732,-82.983
480,ANJOUAN,-12.132,44.430
481,COFF'S HARBOUR,-30.321,153.116
482,DAYTON,39.902,-84.219
483,COLONIA,-34.456,-57.771
484,RONNEBY,56.267,15.265
485,TETOUAN,35.594,-5.320
486,CAHORS,44.351,1.475
487,FORT KNOX,37.907,-85.972
488,TEHERAN,35.703,51.475
489,TUCURUI,-3.785,-49.719
490,FREIBURG,48.020,7.834
491,LAS VEGAS,36.236,-115.034
492,IVALO,68.607,27.405
493,ORURO,-17.963,-67.076
494,MARATHON,38.145,24.014
495,RIVERA,-30.974,-55.476
496,ANTALAHA,-14.999,50.320
497,HOLLYWOOD,26.001,-80.240
498,PRIBRAM,49.719,14.097
499,SECUNDA,-26.524,29.170
500,AMMAN,31.723,35.993
501,HOPSTEN,52.339,7.541
502,BIRMINGHAM,52.454,-1.748
503,CHARLO,47.991,-66.331
504,NAGASAKI,32.923,129.923
505,BAKU,40.468,50.047
506,ORSA,61.190,14.713
507,BANGALORE,12.950,77.668
508,CELLE,52.591,10.022
509,NIAMEY,13.481,2.184
510,TRIVANDRUM,8.482,76.918
511,WYTON,52.357,-0.108
512,CRAIOVA,44.318,23.889
513,THOHOYANDOU,-23.079,30.383
514,POND INLET,72.683,-77.967
515,NAINITAL,29.033,79.474
516,AVILES,43.563,-6.034
517,RANGIROA,-14.954,-147.661
518,SARAJEVO,43.824,18.331
519,JALAPA,19.475,-96.798
520,MELBOURNE,28.103,-80.645
521,SCHEFFERVILLE,54.805,-66.805
522,JAIPUR,26.824,75.810
523,PONCA CITY,36.731,-97.100
524,BIRAO,10.236,22.717
525,TRINIDAD,21.788,-79.997
526,EAGLE PASS,28.700,-100.479
527,ZARIA,11.130,7.686
528,VILLA REYNOLDS,-33.730,-65.387
529,JUANJUI,-7.169,-76.728
530,KALININGRAD,54.890,20.593
531,PORT GENTIL,-0.712,8.754
532,ARGYLE,-32.507,137.717
533,TEHUACAN,18.497,-97.420
534,SUHL,51.308,13.555
535,MAIMAMA,35.934,64.759
536,DAR ES SALAAM,-6.878,39.203
537,HAGFORS,60.020,13.579
538,TAMPERE,61.414,23.604
539,SANTIAGO,42.896,-8.415
540,KAUHAJOKI,62.463,22.393
541,ABU DHABI,24.428,54.458
542,PENANG,5.297,100.277
543,SAN JULIAN,-31.571,-68.418
544,HAMAR,60.818,11.067
545,PALANGKARAYA,-2.225,113.943
546,MBUJI-MAYI,-6.121,23.569
547,N'DELE,8.427,20.635
548,MARIETTA,33.915,-84.516
549,BHAIRAWA,27.506,83.416
550,PITEA,65.399,21.265
551,COIMBA,40.157,-8.470
552,PHILADELPHIA,39.872,-75.241
553,ITAITUBA,-3.127,-58.481
554,KNOBNOSTER,38.730,-93.548
555,MOSCOW,55.591,37.261
556,CHINMEN,24.432,118.359
557,LIEGE,50.637,5.443
558,VIGO,42.232,-8.627
559,BROUGHTON ISLAND,67.546,-64.031
560,MAHMOOD ABAD,34.169,51.318
561,OUAGADOUGOU,12.353,-1.512
562,KUALA TERENGGANU,5.383,103.103
563,OSLO,59.896,10.617
564,KANANGA,-5.900,22.469
565,WEYDON,-77.883,166.650
566,CHAPECO,-27.134,-52.656
567,QUERETARO,20.624,-100.369
568,CHEJU,33.511,126.493
569,ALES,44.069,4.142
570,SOKOTO,12.916,5.207
571,FOZ DO IGUACU,-25.596,-54.487
572,MONA,53.258,-4.373
573,KARDLA,58.991,22.831
574,BACAU,46.522,26.910
575,MTWARA,-10.339,40.182
576,CAIRO,30.116,30.915
577,MONCLOVA,26.956,-101.470
578,VILLENEUVE-SUR-LOT,44.397,0.759
579,PAKSE,15.132,105.781
580,ST.-BRIEUC ARMOR,48.538,-2.854
581,AYOLAS,-27.371,-56.854
582,MONTAUBAN,44.026,1.378
583,OKONDJA,-0.665,13.673
584,ARUTUA,-15.248,-146.616
585,BAGNOLE-DE-L'ORNE,48.546,-0.387
586,CAMDEN,-34.040,150.687
587,MWANZA,-2.444,32.933
588,DOUALA,4.006,9.719
589,HAIL,27.438,41.686
590,MOKPO,34.759,126.380
591,SZCZECHIN,53.585,14.902
592,BOJNORD,37.493,57.301
593,ADRAR,27.838,-0.186
594,CHAH BAHAR,25.443,60.382
595,PADANG,-0.876,100.353
596,CLYDE RIVER,70.486,-68.517
597,ROANNE,46.058,4.001
598,CORDOBA,37.842,-4.849
599,MOROMBE,-21.754,43.375
600,GUARATINGUETA,-22.791,-45.205
601,TAMANRASSET,22.811,5.451
602,LE MANS,47.949,0.202
603,COLEMAN,49.563,8.463
604,ITAITUBA,-4.242,-56.001
605,GAFSA,34.422,8.823
606,MORLAIX,48.603,-3.816
607,MARAGHEH,37.349,46.126
608,MECHERIA,33.536,-0.242
609,GRAZZANISE,41.061,14.082
610,YOUNGSTOWN,41.261,-80.679
611,EL BOLSON,-41.943,-71.532
612,WILLISTON,48.178,-103.642
613,COLOMBO,7.181,79.884
614,RIOBAMBA,-1.654,-78.656
615,ROCKHAMPTON,-23.382,150.475
616,SANTA FE,35.617,-106.088
617,JOHOR BAHRU,1.641,103.669
618,ERZURUM,39.956,41.170
619,SCHWAEBISCH HALL,49.118,9.777
620,VOLGOGRAD,48.782,44.345
621,LANGGUR,-5.661,132.731
622,ZARAGOZA,41.666,-1.041
623,WATSON LAKE,60.118,-128.822
624,NEWBURGH,41.504,-74.105
625,DELHI,28.566,77.103
626,IGUAZU FALLS,-25.738,-54.473
627,AGANA,13.484,144.797
628,HANGZHOU,30.228,120.432
629,SAMOS,37.690,26.912
630,MILLVILLE,39.368,-75.072
631,LEEMING,54.292,-1.535
632,BENGHAZI,32.097,20.269
633,DUNCAN TOWN,22.182,-75.729
634,COBIJA,-11.040,-68.783
635,YALINGA,45.154,-89.111
636,PEACE RIVER,56.227,-117.447
637,LA QUIACA,-22.162,-65.570
638,ARZANA,24.780,52.560
639,FARO,62.208,-133.376
640,HURGHADA,27.184,33.798
641,KHASAB,26.171,56.241
642,ROBINSON,34.850,-92.300
643,OMSK,54.967,73.310
644,SACHON,35.088,128.070
645,SIDI IFINI,29.369,-10.180
646,DAMMAM,26.471,49.798
647,MINERAL WELLS,32.781,-98.060
648,GEORGETOWN,19.293,-81.358
649,LONDON,51.505,0.054
650,FEZ,33.927,-4.978
651,PORT HARDY,50.681,-127.367
652,GOLOUCHESTERSHIRE,51.894,-2.167
653,PANAMA CITY,9.071,-79.383
654,MATARAM,-8.561,116.094
655,FORT SAINT JOHN,56.238,-120.740
656,SAN ANTONIO,7.852,-72.435
657,HUANUCO,-9.878,-76.204
658,ALICE SPRINGS,-23.807,133.902
659,SYKTYVKAR,61.648,50.846
660,PRESIDENT PRUDENTE,-22.175,-51.424
661,DUNSFOLD,51.117,-0.534
662,BAIDOA,3.099,43.624
663,TOURS,47.432,0.728
664,TAMWORTH,-31.084,150.847
665,FRESNO,36.776,-119.718
666,VITERBO,42.430,12.064
667,VILLA GESELL,-37.235,-57.029
668,SAIDU SHARIF,34.813,72.352
669,DOVER,39.130,-75.466
670,SOGNDAL,61.156,7.136
671,NEUBURG,48.711,11.211
672,JEDDAH,21.348,39.173
673,ARACATUBA,-21.141,-50.425
674,PUTAO,27.330,97.426
675,ANTANANARIVO,-18.797,47.479
676,ST.-YAN,46.413,4.013
677,REGINA,50.432,-104.666
678,WEST CHICAGO,41.908,-88.249
679,ESTIMA,-15.734,32.757
680,NEPALGUNJ,28.104,81.667
681,LAPPEENRANTA,61.044,28.144
682,CHATHAM,47.008,-65.449
683,SENDAI,38.139,140.917
684,SHANNON,52.702,-8.925
685,CONNAUGHT,53.910,-8.818
686,KUANTAN,3.775,103.209
687,JEBEL DHANA,24.187,52.614
688,APOLO,-14.739,-68.411
689,YA LA,6.527,101.242
690,PLYMOUTH,33.587,-80.209
691,SEBHA,26.987,14.473
692,ILOILO,10.713,122.545
693,ANCHORAGE,61.174,-149.996
694,BARROW ISLAND,54.130,-3.256
695,FAJARDO,18.309,-65.662
696,COSFORD,52.640,-2.306
697,THESSALONIKI,40.520,22.971
698,MITZIC,0.776,11.553
699,LORETO,25.989,-111.348
700,VRSAC,45.147,21.310
701,SHANTE,20.942,95.914
702,KINGSVILLE,27.507,-97.810
703,CHOTEBOR,49.684,15.676
704,ZIHUATANEJO,17.601,-101.460
705,OAKEY,-27.411,151.735
706,BEDFORD,42.470,-71.289
707,MAKALE,13.467,39.533
708,FARILA,61.898,15.705
709,FORT HOOD,31.139,-97.714
710,SINTANG,0.064,111.475
711,CHELYABINSK,55.303,61.507
712,ANGELHOLM,56.296,12.847
713,BITAM,2.076,11.493
714,NINBO,29.825,121.465
715,LVOV,49.813,23.956
716,BANGASSOU,4.784,22.781
717,CERVIA,44.224,12.306
718,SANTA CLARA,10.288,-83.714
719,LA ROMANA,18.452,-68.912
720,SHERBROOKE,45.438,-71.691
721,TIJUANA,32.541,-116.970
722,BRUSSELS,50.902,4.499
723,GWERT,-19.437,29.862
724,MAFIKENG,-25.753,25.612
725,KARRATHA,-20.712,116.773
726,MORONI,-11.711,43.244
727,LE LUC,43.384,6.387
728,DEADHORSE,70.195,-148.465
729,MASERU,-29.304,27.503
730,ULONGWE,-14.704,34.352
731,OKHA,53.515,142.888
732,CIUDAD OBREGON,27.393,-109.833
733,LIBREVILLE,0.458,9.412
734,SEATTLE,47.530,-122.302
735,JACKSON,32.311,-90.076
736,PETROLINE 6,24.710,44.964
737,ALONG,28.175,94.802
738,SANTA CRUZ,-17.645,-63.135
739,TOULOUSE,43.586,1.499
740,NANJING,31.740,118.860
741,VAN,38.468,43.332
742,EL-GORA,31.069,34.129
743,PORT MORESBY,-9.443,147.220
744,MOULINS,46.534,3.424
745,KOHNAN,34.591,133.933
746,LOS ANGELES,33.943,-118.408
747,BURLINGTON,44.472,-73.153
748,TORONTO,43.743,-79.466
749,NORTH BATTLEFORD,52.769,-108.244
750,GOA,15.381,73.833
751,BANDAR ABBAS,27.218,56.378
752,SAN FILIPE,30.930,-114.809
753,KOMATIPOORT,-25.441,31.930
754,FORT BENNING,32.337,-84.991
755,GRENCHEN,47.181,7.417
756,PAU,43.380,-0.419
757,LAFAYETTE,30.205,-91.988
758,SAN IGNACIO DE MOXOS,-14.966,-65.634
